UtilityCaptive,State,Sector,EnergySource,EnergySourceType,YearValue,Generation_GWh,PLF_Percent
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2015,124.868,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2015,1.573,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,DELHI,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,DELHI,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,0,0
UTILITY,DELHI,UTILITY-RE,SOLAR,RENEWABLE,2016,4.106,0
UTILITY,DELHI,UTILITY-RE,WASTE,RENEWABLE,2016,124.868,0
UTILITY,DELHI,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,DELHI,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,DELHI,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,191.04,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,238.803,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2017,26.57,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2017,1.634,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,285.76,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,210.29,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2018,71.5,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2018,2.009,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,339.054,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,250.836,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2019,72.475,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2019,12.185,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,281.467,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,326.89,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2020,125.144,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2020,37.921,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2020,0,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2006,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2006,0,0
UTILITY,HARYANA,UTILITY-RE,RENEWABLES,RENEWABLE,2007,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2007,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,846.789,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,846.789,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,946.729,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,40.558,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,946.729,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,186.149,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,946.729,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,186.149,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2012,132.966,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,946.729,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,235.546,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2013,61.734,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2013,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,946.729,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,235.546,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2014,81.521,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2014,0.15,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,965.636,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,235.546,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2015,101.308,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2015,0.17,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,HARYANA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,235.546,0
UTILITY,HARYANA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,992.647,0
UTILITY,HARYANA,UTILITY-RE,SOLAR,RENEWABLE,2016,121.807,0
UTILITY,HARYANA,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,HARYANA,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,HARYANA,CAPTIVE,SOLAR,RENEWABLE,2016,0.23,0
CAPTIVE,HARYANA,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,2015.58,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2017,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2017,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,1903.05,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2018,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2018,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,2287.928,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2019,0.866,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,2155.58,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2020,11.658,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2020,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2020,4.75,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2020,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2006,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2007,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,393.942,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2008,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2008,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,559.397,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2009,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,800.19,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2010,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2010,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2010,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,953.169,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2011,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2011,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2011,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,1278.241,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2012,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2012,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,1424.182,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2013,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2013,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2013,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,1547.741,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2014,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2014,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2014,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,1753.651,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2015,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2015,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2015,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,1921.77,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,SOLAR,RENEWABLE,2016,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,HIMACHAL PRADESH,UTILITY-RE,WIND,RENEWABLE,2016,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,SOLAR,RENEWABLE,2016,0,0
CAPTIVE,HIMACHAL PRADESH,CAPTIVE,WIND,RENEWABLE,2016,0,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,1708.106,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,1294.25,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2017,524.67,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2017,6058.65,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2017,0.932,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2017,30.654,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,2057.56,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,1604.41,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2018,2391.74,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2018,7410.2,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2018,63.882,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2018,78.262,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,2500.37,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,1803.087,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2019,7575.83,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2019,9778.248,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2019,80.951,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2019,145.832,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,2376.65,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2020,1901.908,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2020,11221.203,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2020,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2020,10148.662,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2020,251.847,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2020,110.953,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2006,1565,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2006,0,0
UTILITY,KARNATAKA,UTILITY-RE,RENEWABLES,RENEWABLE,2007,1397.66,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2007,11.69,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2008,565.259,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2008,1691.318,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2008,1080.153,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2008,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2008,0,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2008,23.15,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2009,686.413,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2009,2219.751,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2009,1211.527,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2009,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2009,0,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2009,21.17,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2010,780.216,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2010,2462.896,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2010,1384.497,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2010,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2010,7.742,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2010,10.75,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2011,954.302,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2011,2887.733,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2011,1503.928,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2011,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2011,7.742,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2011,10.75,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2012,1075.028,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2012,3233.304,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2012,1816.92,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2012,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2012,11.613,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2013,1174.08,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2013,3570.514,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2013,2023.66,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2013,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2013,18.064,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2013,36.84,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2014,1256.801,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2014,3876.62,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2014,2484.5,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2014,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2014,40,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2014,0.04,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2014,27.72,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2015,1376.273,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2015,4411.407,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2015,2735.717,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2015,0,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2015,99.639,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2015,0.04,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2015,28.93,0
UTILITY,KARNATAKA,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2016,3591.916,0
UTILITY,KARNATAKA,UTILITY-RE,SMALL HYDRO,RENEWABLE,2016,1483.477,0
UTILITY,KARNATAKA,UTILITY-RE,SOLAR,RENEWABLE,2016,187.69,0
UTILITY,KARNATAKA,UTILITY-RE,WASTE,RENEWABLE,2016,0,0
UTILITY,KARNATAKA,UTILITY-RE,WIND,RENEWABLE,2016,4797.949,0
CAPTIVE,KARNATAKA,CAPTIVE,SOLAR,RENEWABLE,2016,0.3,0
CAPTIVE,KARNATAKA,CAPTIVE,WIND,RENEWABLE,2016,28.72,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2017,742.309,0
UTILITY,PUNJAB,UTILITY-RE,SMALL HYDRO,RENEWABLE,2017,497.987,0
UTILITY,PUNJAB,UTILITY-RE,SOLAR,RENEWABLE,2017,909.2,0
UTILITY,PUNJAB,UTILITY-RE,RENEWABLES,RENEWABLE,2017,0,0
UTILITY,PUNJAB,UTILITY-RE,WIND,RENEWABLE,2017,0,0
CAPTIVE,PUNJAB,CAPTIVE,SOLAR,RENEWABLE,2017,0.65,0
CAPTIVE,PUNJAB,CAPTIVE,WIND,RENEWABLE,2017,0,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2018,694.18,0
UTILITY,PUNJAB,UTILITY-RE,SMALL HYDRO,RENEWABLE,2018,217.62,0
UTILITY,PUNJAB,UTILITY-RE,SOLAR,RENEWABLE,2018,1432.07,0
UTILITY,PUNJAB,UTILITY-RE,RENEWABLES,RENEWABLE,2018,0,0
UTILITY,PUNJAB,UTILITY-RE,WIND,RENEWABLE,2018,0,0
CAPTIVE,PUNJAB,CAPTIVE,SOLAR,RENEWABLE,2018,1.06,0
CAPTIVE,PUNJAB,CAPTIVE,WIND,RENEWABLE,2018,0,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2019,601.08,0
UTILITY,PUNJAB,UTILITY-RE,SMALL HYDRO,RENEWABLE,2019,351.222,0
UTILITY,PUNJAB,UTILITY-RE,SOLAR,RENEWABLE,2019,1492.902,0
UTILITY,PUNJAB,UTILITY-RE,RENEWABLES,RENEWABLE,2019,0,0
UTILITY,PUNJAB,UTILITY-RE,WIND,RENEWABLE,2019,0,0
CAPTIVE,PUNJAB,CAPTIVE,SOLAR,RENEWABLE,2019,5.703,0
CAPTIVE,PUNJAB,CAPTIVE,WIND,RENEWABLE,2019,0,0
UTILITY,PUNJAB,UTILITY-RE,BIOMASS-BAGASSE,RENEWABLE,2020,651.216,0
